,x,y,match_scores,matched_addresses
0,-82.25592715849146,26.905085538172944,92.42,"SR 429, mile marker 15, Florida, USA"
1,-82.25592715849146,26.905085538172944,92.42,"SR 429, mile marker 15, Florida, USA"
2,"-81.35705684560111,-82.26287893254093","28.66370579976697,26.89881735968617","83.99,88.42","I-4, mile marker 96, seminole, Florida, USA,I-4, mile marker 96, Florida, USA"
3,-81.35591940926751,28.668259685601342,87.66,"I-95, mile marker 288, Florida, USA"
4,-82.25592715849146,26.905085538172944,92.42,"SR 429, mile marker 15, Florida, USA"
5,"-81.35705684560111,-82.26287893254093","28.66370579976697,26.89881735968617","83.99,88.42","I-4, mile marker 96, seminole, Florida, USA,I-4, mile marker 96, Florida, USA"
6,-81.35591940926751,28.668259685601342,87.66,"I-95, mile marker 288, Florida, USA"
7,-82.25592715849146,26.905085538172944,92.42,"SR 429, mile marker 15, Florida, USA"
8,"-81.35705684560111,-82.26287893254093","28.66370579976697,26.89881735968617","83.99,88.42","I-4, mile marker 96, seminole, Florida, USA,I-4, mile marker 96, Florida, USA"
9,"-81.2577915,-80.40088999999995","28.955421,27.215520000000026","99.22,80.15","SR 472 & I-4, Florida, USA,SR 472, exit 114, Florida, USA"
10,"-81.21470999999997,-81.35591940926751","29.548110000000065,28.668259685601342","93.98,87.66","I-95, exit 289, Florida, USA,I-95, mile marker 288, Florida, USA"
11,"-74.21516895680448,-74.21516895680448,-84.8696985,-84.8696985,-84.460878,-84.383388","42.88395503083169,42.88395503083169,29.741787000000002,29.741787000000002,29.93004,29.980341","81.9,87.27,95.95,96.57,90.37,97.51","SR 30 & blocked la street, Florida, USA,SR 30 & la street, Florida, USA,SR 30 & 2 left lane, Florida, USA,SR 30 & 2 le fort, Florida, USA,SR 30 & left lane, Florida, USA,SR 30 & le fort, Florida, USA"
12,-81.35591940926751,28.668259685601342,87.66,"I-95, mile marker 288, Florida, USA"
13,"-81.35705684560111,-82.26287893254093","28.66370579976697,26.89881735968617","83.99,88.42","I-4, mile marker 96, seminole, Florida, USA,I-4, mile marker 96, Florida, USA"
14,-81.35591940926751,28.668259685601342,87.66,"I-95, mile marker 288, Florida, USA"
15,-82.2638115,26.894947514859414,87.66,"I-10, mile marker 150, Florida, USA"
16,-82.26356849999999,26.89489448124545,87.66,"I-10, mile marker 151, Florida, USA"
17,"-80.1995895,-84.27911999999998,-81.63437418124894,-81.35450999999995","25.775892,30.587300000000027,28.139782556442103,28.867770000000064","95.68,80.09,90.99,93.66","I-95 & 2 le fort, Florida, USA,I-95 & blocked la street, Florida, USA,I-95 & la street, Florida, USA,I-95 & le fort, Florida, USA"
18,-82.25592715849146,26.905085538172944,92.42,"SR 429, mile marker 15, Florida, USA"
19,-82.25895777505907,26.902387487102494,87.24,"I-10, mile marker 49, Florida, USA"
20,-82.25877769124004,26.902549570921515,87.24,"I-10, mile marker 47, Florida, USA"
21,"-80.20359464176497,-80.20359464176497,-80.30500999999998,-80.30500999999998","25.78872588848613,25.78872588848613,25.694070000000067,25.694070000000067","99.34,99.22,71.4,68","I-395 & I-95, miami, Florida, USA,I-395 & I-95, Florida, USA,I-395, exit 2d, miami, Florida, USA,I-395, exit 2d, Florida, USA"
22,-81.35591940926751,28.668259685601342,87.66,"I-95, mile marker 288, Florida, USA"
23,"-80.2044135,-80.6620803102513,-80.30500999999998,-80.30500999999998","25.789104000000002,28.35076710449586,25.694070000000067,25.694070000000067","93.84,98.24,69.93,66.34","SR 836 & I-95, miami, Florida, USA,SR 836 & I-95, Florida, USA,SR 836, exit 3a, miami, Florida, USA,SR 836, exit 3a, Florida, USA"
24,"-80.2044135,-80.6620803102513,-80.30500999999998,-80.30500999999998","25.789104000000002,28.35076710449586,25.694070000000067,25.694070000000067","93.84,98.24,69.93,66.34","SR 836 & I-95, miami, Florida, USA,SR 836 & I-95, Florida, USA,SR 836, exit 3a, miami, Florida, USA,SR 836, exit 3a, Florida, USA"
25,-80.15253999999999,26.18241000000006,93.65,"I-95, exit 32, Florida, USA"
26,"-80.169588,-81.63437418124894,-80.19772999999998,-84.27911999999998,-80.169588,-81.63437418124894,-80.32209752587607,-80.30952000000003,-80.322291,-80.32203,-80.25115999999997,-80.25115999999997,-80.30508624016203,-80.30952000000003,-80.2043325,-80.2043325,-80.2043415,-80.3155005,-80.169588,-81.35450999999995","25.925616000000005,28.139782556442103,25.77481000000006,30.587300000000027,25.925616000000005,28.139782556442103,25.834380040793135,25.924868999999997,25.83986400000001,25.84061100000001,25.838430000000074,25.838430000000074,25.806765960648168,25.924868999999997,25.92772200000001,25.92772200000001,25.927910999999998,25.924788000000007,25.925616000000005,28.867770000000064","84.87,81.36,80,78.55,84.87,86.54,94.72,94.92,96.94,96.38,86.49,85.95,85.94,97.54,96.66,95.95,97.8,97.39,87.59,90.45","SR 826 & we street, miami, Florida, USA,SR 826 & we street, Florida, USA,SR 826 & blocked la street, miami, Florida, USA,SR 826 & blocked la street, Florida, USA,SR 826 & la street, miami, Florida, USA,SR 826 & la street, Florida, USA,SR 826 & 67 aveludlam road, miami, Florida, USA,SR 826 & 67 aveludlam road, Florida, USA,SR 826 & sr-826 we street, miami, Florida, USA,SR 826 & sr-826 we street, Florida, USA,SR 826 & w estate, miami, Florida, USA,SR 826 & w estate, Florida, USA,SR 826 & aveludlam road, miami, Florida, USA,SR 826 & aveludlam road, Florida, USA,SR 826 & 2 le fort, miami, Florida, USA,SR 826 & 2 le fort, Florida, USA,SR 826 & sr-826 w estate, miami, Florida, USA,SR 826 & sr-826 w estate, Florida, USA,SR 826 & le fort, miami, Florida, USA,SR 826 & le fort, Florida, USA"
27,-82.25592715849146,26.905085538172944,92.42,"SR 429, mile marker 15, Florida, USA"
28,"-80.1995895,-84.27911999999998,-81.63437418124894,-82.47819999999996","25.775892,30.587300000000027,28.139782556442103,27.972300000000075","94.53,80.09,90.99,91.48","I-95 & 2 rig heights, Florida, USA,I-95 & blocked la street, Florida, USA,I-95 & la street, Florida, USA,I-95 & rig heights, Florida, USA"
29,-81.64937250000001,30.45941099999999,99.22,"I-95 & I-295, Florida, USA"
30,"-82.3733505,-82.3733505","29.601953999999996,29.601953999999996","99.32,99.22","I-75 & SR 121, alachua, Florida, USA,I-75 & SR 121, Florida, USA"
