,road,abbrevs
202,US 460,"us 460,us-460,us460,u.s. 460,u.s.-460,u.s.460,us route 460,us route-460,us route460,u.s. route 460,u.s. route-460,u.s. route460,us rte 460,us rte-460,us rte460,u.s. rte 460,u.s. rte-460,u.s. rte460,us-route 460,us-route-460,us-route460,u.s.-route 460,u.s.-route-460,u.s.-route460,us-rte 460,us-rte-460,us-rte460,u.s.-rte 460,u.s.-rte-460,u.s.-rte460"
203,US 491,"us 491,us-491,us491,u.s. 491,u.s.-491,u.s.491,us route 491,us route-491,us route491,u.s. route 491,u.s. route-491,u.s. route491,us rte 491,us rte-491,us rte491,u.s. rte 491,u.s. rte-491,u.s. rte491,us-route 491,us-route-491,us-route491,u.s.-route 491,u.s.-route-491,u.s.-route491,us-rte 491,us-rte-491,us-rte491,u.s.-rte 491,u.s.-rte-491,u.s.-rte491"
204,US 501,"us 501,us-501,us501,u.s. 501,u.s.-501,u.s.501,us route 501,us route-501,us route501,u.s. route 501,u.s. route-501,u.s. route501,us rte 501,us rte-501,us rte501,u.s. rte 501,u.s. rte-501,u.s. rte501,us-route 501,us-route-501,us-route501,u.s.-route 501,u.s.-route-501,u.s.-route501,us-rte 501,us-rte-501,us-rte501,u.s.-rte 501,u.s.-rte-501,u.s.-rte501"
205,US 521,"us 521,us-521,us521,u.s. 521,u.s.-521,u.s.521,us route 521,us route-521,us route521,u.s. route 521,u.s. route-521,u.s. route521,us rte 521,us rte-521,us rte521,u.s. rte 521,u.s. rte-521,u.s. rte521,us-route 521,us-route-521,us-route521,u.s.-route 521,u.s.-route-521,u.s.-route521,us-rte 521,us-rte-521,us-rte521,u.s.-rte 521,u.s.-rte-521,u.s.-rte521"
206,US 522,"us 522,us-522,us522,u.s. 522,u.s.-522,u.s.522,us route 522,us route-522,us route522,u.s. route 522,u.s. route-522,u.s. route522,us rte 522,us rte-522,us rte522,u.s. rte 522,u.s. rte-522,u.s. rte522,us-route 522,us-route-522,us-route522,u.s.-route 522,u.s.-route-522,u.s.-route522,us-rte 522,us-rte-522,us-rte522,u.s.-rte 522,u.s.-rte-522,u.s.-rte522"
207,US 550,"us 550,us-550,us550,u.s. 550,u.s.-550,u.s.550,us route 550,us route-550,us route550,u.s. route 550,u.s. route-550,u.s. route550,us rte 550,us rte-550,us rte550,u.s. rte 550,u.s. rte-550,u.s. rte550,us-route 550,us-route-550,us-route550,u.s.-route 550,u.s.-route-550,u.s.-route550,us-rte 550,us-rte-550,us-rte550,u.s.-rte 550,u.s.-rte-550,u.s.-rte550"
208,US 601,"us 601,us-601,us601,u.s. 601,u.s.-601,u.s.601,us route 601,us route-601,us route601,u.s. route 601,u.s. route-601,u.s. route601,us rte 601,us rte-601,us rte601,u.s. rte 601,u.s. rte-601,u.s. rte601,us-route 601,us-route-601,us-route601,u.s.-route 601,u.s.-route-601,u.s.-route601,us-rte 601,us-rte-601,us-rte601,u.s.-rte 601,u.s.-rte-601,u.s.-rte601"
209,US 641,"us 641,us-641,us641,u.s. 641,u.s.-641,u.s.641,us route 641,us route-641,us route641,u.s. route 641,u.s. route-641,u.s. route641,us rte 641,us rte-641,us rte641,u.s. rte 641,u.s. rte-641,u.s. rte641,us-route 641,us-route-641,us-route641,u.s.-route 641,u.s.-route-641,u.s.-route641,us-rte 641,us-rte-641,us-rte641,u.s.-rte 641,u.s.-rte-641,u.s.-rte641"
210,US 701,"us 701,us-701,us701,u.s. 701,u.s.-701,u.s.701,us route 701,us route-701,us route701,u.s. route 701,u.s. route-701,u.s. route701,us rte 701,us rte-701,us rte701,u.s. rte 701,u.s. rte-701,u.s. rte701,us-route 701,us-route-701,us-route701,u.s.-route 701,u.s.-route-701,u.s.-route701,us-rte 701,us-rte-701,us-rte701,u.s.-rte 701,u.s.-rte-701,u.s.-rte701"
211,US 730,"us 730,us-730,us730,u.s. 730,u.s.-730,u.s.730,us route 730,us route-730,us route730,u.s. route 730,u.s. route-730,u.s. route730,us rte 730,us rte-730,us rte730,u.s. rte 730,u.s. rte-730,u.s. rte730,us-route 730,us-route-730,us-route730,u.s.-route 730,u.s.-route-730,u.s.-route730,us-rte 730,us-rte-730,us-rte730,u.s.-rte 730,u.s.-rte-730,u.s.-rte730"
212,SR A1A,"sr a1a,sr-a1a,sra1a,state road a1a,state road-a1a,state roada1a,state rd a1a,state rd-a1a,state rda1a,st road a1a,st road-a1a,st roada1a,st rd a1a,st rd-a1a,st rda1a,sr a1a,sr-a1a,sra1a,sr a1a,sr-a1a,sra1a,sr a1a,sr-a1a,sra1a,sr a1a,sr-a1a,sra1a,sr a1a,sr-a1a,sra1a,sr a1a,sr-a1a,sra1a,sr a1a,sr-a1a,sra1a,sr a1a,sr-a1a,sra1a,sr a1a,sr-a1a,sra1a,sr a1a,sr-a1a,sra1a"
213,SR 2,"sr 2,sr-2,sr2,state road 2,state road-2,state road2,state rd 2,state rd-2,state rd2,st road 2,st road-2,st road2,st rd 2,st rd-2,st rd2,sr 2,sr-2,sr2,sr 2,sr-2,sr2,sr 2,sr-2,sr2,sr 2,sr-2,sr2,sr 2,sr-2,sr2,sr 2,sr-2,sr2,sr 2,sr-2,sr2,sr 2,sr-2,sr2,sr 2,sr-2,sr2,sr 2,sr-2,sr2"
214,SR 3,"sr 3,sr-3,sr3,state road 3,state road-3,state road3,state rd 3,state rd-3,state rd3,st road 3,st road-3,st road3,st rd 3,st rd-3,st rd3,sr 3,sr-3,sr3,sr 3,sr-3,sr3,sr 3,sr-3,sr3,sr 3,sr-3,sr3,sr 3,sr-3,sr3,sr 3,sr-3,sr3,sr 3,sr-3,sr3,sr 3,sr-3,sr3,sr 3,sr-3,sr3,sr 3,sr-3,sr3"
215,SR 4,"sr 4,sr-4,sr4,state road 4,state road-4,state road4,state rd 4,state rd-4,state rd4,st road 4,st road-4,st road4,st rd 4,st rd-4,st rd4,sr 4,sr-4,sr4,sr 4,sr-4,sr4,sr 4,sr-4,sr4,sr 4,sr-4,sr4,sr 4,sr-4,sr4,sr 4,sr-4,sr4,sr 4,sr-4,sr4,sr 4,sr-4,sr4,sr 4,sr-4,sr4,sr 4,sr-4,sr4"
216,SR 5,"sr 5,sr-5,sr5,state road 5,state road-5,state road5,state rd 5,state rd-5,state rd5,st road 5,st road-5,st road5,st rd 5,st rd-5,st rd5,sr 5,sr-5,sr5,sr 5,sr-5,sr5,sr 5,sr-5,sr5,sr 5,sr-5,sr5,sr 5,sr-5,sr5,sr 5,sr-5,sr5,sr 5,sr-5,sr5,sr 5,sr-5,sr5,sr 5,sr-5,sr5,sr 5,sr-5,sr5"
217,SR 5A,"sr 5a,sr-5a,sr5a,state road 5a,state road-5a,state road5a,state rd 5a,state rd-5a,state rd5a,st road 5a,st road-5a,st road5a,st rd 5a,st rd-5a,st rd5a,sr 5a,sr-5a,sr5a,sr 5a,sr-5a,sr5a,sr 5a,sr-5a,sr5a,sr 5a,sr-5a,sr5a,sr 5a,sr-5a,sr5a,sr 5a,sr-5a,sr5a,sr 5a,sr-5a,sr5a,sr 5a,sr-5a,sr5a,sr 5a,sr-5a,sr5a,sr 5a,sr-5a,sr5a"
218,SR 6,"sr 6,sr-6,sr6,state road 6,state road-6,state road6,state rd 6,state rd-6,state rd6,st road 6,st road-6,st road6,st rd 6,st rd-6,st rd6,sr 6,sr-6,sr6,sr 6,sr-6,sr6,sr 6,sr-6,sr6,sr 6,sr-6,sr6,sr 6,sr-6,sr6,sr 6,sr-6,sr6,sr 6,sr-6,sr6,sr 6,sr-6,sr6,sr 6,sr-6,sr6,sr 6,sr-6,sr6"
219,SR 7,"sr 7,sr-7,sr7,state road 7,state road-7,state road7,state rd 7,state rd-7,state rd7,st road 7,st road-7,st road7,st rd 7,st rd-7,st rd7,sr 7,sr-7,sr7,sr 7,sr-7,sr7,sr 7,sr-7,sr7,sr 7,sr-7,sr7,sr 7,sr-7,sr7,sr 7,sr-7,sr7,sr 7,sr-7,sr7,sr 7,sr-7,sr7,sr 7,sr-7,sr7,sr 7,sr-7,sr7"
220,SR 8,"sr 8,sr-8,sr8,state road 8,state road-8,state road8,state rd 8,state rd-8,state rd8,st road 8,st road-8,st road8,st rd 8,st rd-8,st rd8,sr 8,sr-8,sr8,sr 8,sr-8,sr8,sr 8,sr-8,sr8,sr 8,sr-8,sr8,sr 8,sr-8,sr8,sr 8,sr-8,sr8,sr 8,sr-8,sr8,sr 8,sr-8,sr8,sr 8,sr-8,sr8,sr 8,sr-8,sr8"
221,SR 8A,"sr 8a,sr-8a,sr8a,state road 8a,state road-8a,state road8a,state rd 8a,state rd-8a,state rd8a,st road 8a,st road-8a,st road8a,st rd 8a,st rd-8a,st rd8a,sr 8a,sr-8a,sr8a,sr 8a,sr-8a,sr8a,sr 8a,sr-8a,sr8a,sr 8a,sr-8a,sr8a,sr 8a,sr-8a,sr8a,sr 8a,sr-8a,sr8a,sr 8a,sr-8a,sr8a,sr 8a,sr-8a,sr8a,sr 8a,sr-8a,sr8a,sr 8a,sr-8a,sr8a"
222,SR 9,"sr 9,sr-9,sr9,state road 9,state road-9,state road9,state rd 9,state rd-9,state rd9,st road 9,st road-9,st road9,st rd 9,st rd-9,st rd9,sr 9,sr-9,sr9,sr 9,sr-9,sr9,sr 9,sr-9,sr9,sr 9,sr-9,sr9,sr 9,sr-9,sr9,sr 9,sr-9,sr9,sr 9,sr-9,sr9,sr 9,sr-9,sr9,sr 9,sr-9,sr9,sr 9,sr-9,sr9"
223,SR 9A,"sr 9a,sr-9a,sr9a,state road 9a,state road-9a,state road9a,state rd 9a,state rd-9a,state rd9a,st road 9a,st road-9a,st road9a,st rd 9a,st rd-9a,st rd9a,sr 9a,sr-9a,sr9a,sr 9a,sr-9a,sr9a,sr 9a,sr-9a,sr9a,sr 9a,sr-9a,sr9a,sr 9a,sr-9a,sr9a,sr 9a,sr-9a,sr9a,sr 9a,sr-9a,sr9a,sr 9a,sr-9a,sr9a,sr 9a,sr-9a,sr9a,sr 9a,sr-9a,sr9a"
224,SR 9B,"sr 9b,sr-9b,sr9b,state road 9b,state road-9b,state road9b,state rd 9b,state rd-9b,state rd9b,st road 9b,st road-9b,st road9b,st rd 9b,st rd-9b,st rd9b,sr 9b,sr-9b,sr9b,sr 9b,sr-9b,sr9b,sr 9b,sr-9b,sr9b,sr 9b,sr-9b,sr9b,sr 9b,sr-9b,sr9b,sr 9b,sr-9b,sr9b,sr 9b,sr-9b,sr9b,sr 9b,sr-9b,sr9b,sr 9b,sr-9b,sr9b,sr 9b,sr-9b,sr9b"
225,SR 10,"sr 10,sr-10,sr10,state road 10,state road-10,state road10,state rd 10,state rd-10,state rd10,st road 10,st road-10,st road10,st rd 10,st rd-10,st rd10,sr 10,sr-10,sr10,sr 10,sr-10,sr10,sr 10,sr-10,sr10,sr 10,sr-10,sr10,sr 10,sr-10,sr10,sr 10,sr-10,sr10,sr 10,sr-10,sr10,sr 10,sr-10,sr10,sr 10,sr-10,sr10,sr 10,sr-10,sr10"
226,SR 10A,"sr 10a,sr-10a,sr10a,state road 10a,state road-10a,state road10a,state rd 10a,state rd-10a,state rd10a,st road 10a,st road-10a,st road10a,st rd 10a,st rd-10a,st rd10a,sr 10a,sr-10a,sr10a,sr 10a,sr-10a,sr10a,sr 10a,sr-10a,sr10a,sr 10a,sr-10a,sr10a,sr 10a,sr-10a,sr10a,sr 10a,sr-10a,sr10a,sr 10a,sr-10a,sr10a,sr 10a,sr-10a,sr10a,sr 10a,sr-10a,sr10a,sr 10a,sr-10a,sr10a"
227,SR 11,"sr 11,sr-11,sr11,state road 11,state road-11,state road11,state rd 11,state rd-11,state rd11,st road 11,st road-11,st road11,st rd 11,st rd-11,st rd11,sr 11,sr-11,sr11,sr 11,sr-11,sr11,sr 11,sr-11,sr11,sr 11,sr-11,sr11,sr 11,sr-11,sr11,sr 11,sr-11,sr11,sr 11,sr-11,sr11,sr 11,sr-11,sr11,sr 11,sr-11,sr11,sr 11,sr-11,sr11"
228,SR 12,"sr 12,sr-12,sr12,state road 12,state road-12,state road12,state rd 12,state rd-12,state rd12,st road 12,st road-12,st road12,st rd 12,st rd-12,st rd12,sr 12,sr-12,sr12,sr 12,sr-12,sr12,sr 12,sr-12,sr12,sr 12,sr-12,sr12,sr 12,sr-12,sr12,sr 12,sr-12,sr12,sr 12,sr-12,sr12,sr 12,sr-12,sr12,sr 12,sr-12,sr12,sr 12,sr-12,sr12"
229,SR 13,"sr 13,sr-13,sr13,state road 13,state road-13,state road13,state rd 13,state rd-13,state rd13,st road 13,st road-13,st road13,st rd 13,st rd-13,st rd13,sr 13,sr-13,sr13,sr 13,sr-13,sr13,sr 13,sr-13,sr13,sr 13,sr-13,sr13,sr 13,sr-13,sr13,sr 13,sr-13,sr13,sr 13,sr-13,sr13,sr 13,sr-13,sr13,sr 13,sr-13,sr13,sr 13,sr-13,sr13"
230,SR 14,"sr 14,sr-14,sr14,state road 14,state road-14,state road14,state rd 14,state rd-14,state rd14,st road 14,st road-14,st road14,st rd 14,st rd-14,st rd14,sr 14,sr-14,sr14,sr 14,sr-14,sr14,sr 14,sr-14,sr14,sr 14,sr-14,sr14,sr 14,sr-14,sr14,sr 14,sr-14,sr14,sr 14,sr-14,sr14,sr 14,sr-14,sr14,sr 14,sr-14,sr14,sr 14,sr-14,sr14"
231,SR 15,"sr 15,sr-15,sr15,state road 15,state road-15,state road15,state rd 15,state rd-15,state rd15,st road 15,st road-15,st road15,st rd 15,st rd-15,st rd15,sr 15,sr-15,sr15,sr 15,sr-15,sr15,sr 15,sr-15,sr15,sr 15,sr-15,sr15,sr 15,sr-15,sr15,sr 15,sr-15,sr15,sr 15,sr-15,sr15,sr 15,sr-15,sr15,sr 15,sr-15,sr15,sr 15,sr-15,sr15"
232,SR 15A,"sr 15a,sr-15a,sr15a,state road 15a,state road-15a,state road15a,state rd 15a,state rd-15a,state rd15a,st road 15a,st road-15a,st road15a,st rd 15a,st rd-15a,st rd15a,sr 15a,sr-15a,sr15a,sr 15a,sr-15a,sr15a,sr 15a,sr-15a,sr15a,sr 15a,sr-15a,sr15a,sr 15a,sr-15a,sr15a,sr 15a,sr-15a,sr15a,sr 15a,sr-15a,sr15a,sr 15a,sr-15a,sr15a,sr 15a,sr-15a,sr15a,sr 15a,sr-15a,sr15a"
233,SR 16,"sr 16,sr-16,sr16,state road 16,state road-16,state road16,state rd 16,state rd-16,state rd16,st road 16,st road-16,st road16,st rd 16,st rd-16,st rd16,sr 16,sr-16,sr16,sr 16,sr-16,sr16,sr 16,sr-16,sr16,sr 16,sr-16,sr16,sr 16,sr-16,sr16,sr 16,sr-16,sr16,sr 16,sr-16,sr16,sr 16,sr-16,sr16,sr 16,sr-16,sr16,sr 16,sr-16,sr16"
234,SR 17,"sr 17,sr-17,sr17,state road 17,state road-17,state road17,state rd 17,state rd-17,state rd17,st road 17,st road-17,st road17,st rd 17,st rd-17,st rd17,sr 17,sr-17,sr17,sr 17,sr-17,sr17,sr 17,sr-17,sr17,sr 17,sr-17,sr17,sr 17,sr-17,sr17,sr 17,sr-17,sr17,sr 17,sr-17,sr17,sr 17,sr-17,sr17,sr 17,sr-17,sr17,sr 17,sr-17,sr17"
235,SR 18,"sr 18,sr-18,sr18,state road 18,state road-18,state road18,state rd 18,state rd-18,state rd18,st road 18,st road-18,st road18,st rd 18,st rd-18,st rd18,sr 18,sr-18,sr18,sr 18,sr-18,sr18,sr 18,sr-18,sr18,sr 18,sr-18,sr18,sr 18,sr-18,sr18,sr 18,sr-18,sr18,sr 18,sr-18,sr18,sr 18,sr-18,sr18,sr 18,sr-18,sr18,sr 18,sr-18,sr18"
236,SR 19,"sr 19,sr-19,sr19,state road 19,state road-19,state road19,state rd 19,state rd-19,state rd19,st road 19,st road-19,st road19,st rd 19,st rd-19,st rd19,sr 19,sr-19,sr19,sr 19,sr-19,sr19,sr 19,sr-19,sr19,sr 19,sr-19,sr19,sr 19,sr-19,sr19,sr 19,sr-19,sr19,sr 19,sr-19,sr19,sr 19,sr-19,sr19,sr 19,sr-19,sr19,sr 19,sr-19,sr19"
237,SR 20,"sr 20,sr-20,sr20,state road 20,state road-20,state road20,state rd 20,state rd-20,state rd20,st road 20,st road-20,st road20,st rd 20,st rd-20,st rd20,sr 20,sr-20,sr20,sr 20,sr-20,sr20,sr 20,sr-20,sr20,sr 20,sr-20,sr20,sr 20,sr-20,sr20,sr 20,sr-20,sr20,sr 20,sr-20,sr20,sr 20,sr-20,sr20,sr 20,sr-20,sr20,sr 20,sr-20,sr20"
238,SR 21,"sr 21,sr-21,sr21,state road 21,state road-21,state road21,state rd 21,state rd-21,state rd21,st road 21,st road-21,st road21,st rd 21,st rd-21,st rd21,sr 21,sr-21,sr21,sr 21,sr-21,sr21,sr 21,sr-21,sr21,sr 21,sr-21,sr21,sr 21,sr-21,sr21,sr 21,sr-21,sr21,sr 21,sr-21,sr21,sr 21,sr-21,sr21,sr 21,sr-21,sr21,sr 21,sr-21,sr21"
239,SR 22,"sr 22,sr-22,sr22,state road 22,state road-22,state road22,state rd 22,state rd-22,state rd22,st road 22,st road-22,st road22,st rd 22,st rd-22,st rd22,sr 22,sr-22,sr22,sr 22,sr-22,sr22,sr 22,sr-22,sr22,sr 22,sr-22,sr22,sr 22,sr-22,sr22,sr 22,sr-22,sr22,sr 22,sr-22,sr22,sr 22,sr-22,sr22,sr 22,sr-22,sr22,sr 22,sr-22,sr22"
240,SR 23,"sr 23,sr-23,sr23,state road 23,state road-23,state road23,state rd 23,state rd-23,state rd23,st road 23,st road-23,st road23,st rd 23,st rd-23,st rd23,sr 23,sr-23,sr23,sr 23,sr-23,sr23,sr 23,sr-23,sr23,sr 23,sr-23,sr23,sr 23,sr-23,sr23,sr 23,sr-23,sr23,sr 23,sr-23,sr23,sr 23,sr-23,sr23,sr 23,sr-23,sr23,sr 23,sr-23,sr23"
241,SR 24,"sr 24,sr-24,sr24,state road 24,state road-24,state road24,state rd 24,state rd-24,state rd24,st road 24,st road-24,st road24,st rd 24,st rd-24,st rd24,sr 24,sr-24,sr24,sr 24,sr-24,sr24,sr 24,sr-24,sr24,sr 24,sr-24,sr24,sr 24,sr-24,sr24,sr 24,sr-24,sr24,sr 24,sr-24,sr24,sr 24,sr-24,sr24,sr 24,sr-24,sr24,sr 24,sr-24,sr24"
242,SR 24A,"sr 24a,sr-24a,sr24a,state road 24a,state road-24a,state road24a,state rd 24a,state rd-24a,state rd24a,st road 24a,st road-24a,st road24a,st rd 24a,st rd-24a,st rd24a,sr 24a,sr-24a,sr24a,sr 24a,sr-24a,sr24a,sr 24a,sr-24a,sr24a,sr 24a,sr-24a,sr24a,sr 24a,sr-24a,sr24a,sr 24a,sr-24a,sr24a,sr 24a,sr-24a,sr24a,sr 24a,sr-24a,sr24a,sr 24a,sr-24a,sr24a,sr 24a,sr-24a,sr24a"
243,SR 25,"sr 25,sr-25,sr25,state road 25,state road-25,state road25,state rd 25,state rd-25,state rd25,st road 25,st road-25,st road25,st rd 25,st rd-25,st rd25,sr 25,sr-25,sr25,sr 25,sr-25,sr25,sr 25,sr-25,sr25,sr 25,sr-25,sr25,sr 25,sr-25,sr25,sr 25,sr-25,sr25,sr 25,sr-25,sr25,sr 25,sr-25,sr25,sr 25,sr-25,sr25,sr 25,sr-25,sr25"
244,SR 25A,"sr 25a,sr-25a,sr25a,state road 25a,state road-25a,state road25a,state rd 25a,state rd-25a,state rd25a,st road 25a,st road-25a,st road25a,st rd 25a,st rd-25a,st rd25a,sr 25a,sr-25a,sr25a,sr 25a,sr-25a,sr25a,sr 25a,sr-25a,sr25a,sr 25a,sr-25a,sr25a,sr 25a,sr-25a,sr25a,sr 25a,sr-25a,sr25a,sr 25a,sr-25a,sr25a,sr 25a,sr-25a,sr25a,sr 25a,sr-25a,sr25a,sr 25a,sr-25a,sr25a"
245,SR 26,"sr 26,sr-26,sr26,state road 26,state road-26,state road26,state rd 26,state rd-26,state rd26,st road 26,st road-26,st road26,st rd 26,st rd-26,st rd26,sr 26,sr-26,sr26,sr 26,sr-26,sr26,sr 26,sr-26,sr26,sr 26,sr-26,sr26,sr 26,sr-26,sr26,sr 26,sr-26,sr26,sr 26,sr-26,sr26,sr 26,sr-26,sr26,sr 26,sr-26,sr26,sr 26,sr-26,sr26"
246,SR 26A,"sr 26a,sr-26a,sr26a,state road 26a,state road-26a,state road26a,state rd 26a,state rd-26a,state rd26a,st road 26a,st road-26a,st road26a,st rd 26a,st rd-26a,st rd26a,sr 26a,sr-26a,sr26a,sr 26a,sr-26a,sr26a,sr 26a,sr-26a,sr26a,sr 26a,sr-26a,sr26a,sr 26a,sr-26a,sr26a,sr 26a,sr-26a,sr26a,sr 26a,sr-26a,sr26a,sr 26a,sr-26a,sr26a,sr 26a,sr-26a,sr26a,sr 26a,sr-26a,sr26a"
247,SR 29,"sr 29,sr-29,sr29,state road 29,state road-29,state road29,state rd 29,state rd-29,state rd29,st road 29,st road-29,st road29,st rd 29,st rd-29,st rd29,sr 29,sr-29,sr29,sr 29,sr-29,sr29,sr 29,sr-29,sr29,sr 29,sr-29,sr29,sr 29,sr-29,sr29,sr 29,sr-29,sr29,sr 29,sr-29,sr29,sr 29,sr-29,sr29,sr 29,sr-29,sr29,sr 29,sr-29,sr29"
248,SR 30,"sr 30,sr-30,sr30,state road 30,state road-30,state road30,state rd 30,state rd-30,state rd30,st road 30,st road-30,st road30,st rd 30,st rd-30,st rd30,sr 30,sr-30,sr30,sr 30,sr-30,sr30,sr 30,sr-30,sr30,sr 30,sr-30,sr30,sr 30,sr-30,sr30,sr 30,sr-30,sr30,sr 30,sr-30,sr30,sr 30,sr-30,sr30,sr 30,sr-30,sr30,sr 30,sr-30,sr30"
249,SR 30A,"sr 30a,sr-30a,sr30a,state road 30a,state road-30a,state road30a,state rd 30a,state rd-30a,state rd30a,st road 30a,st road-30a,st road30a,st rd 30a,st rd-30a,st rd30a,sr 30a,sr-30a,sr30a,sr 30a,sr-30a,sr30a,sr 30a,sr-30a,sr30a,sr 30a,sr-30a,sr30a,sr 30a,sr-30a,sr30a,sr 30a,sr-30a,sr30a,sr 30a,sr-30a,sr30a,sr 30a,sr-30a,sr30a,sr 30a,sr-30a,sr30a,sr 30a,sr-30a,sr30a"
250,SR 30E,"sr 30e,sr-30e,sr30e,state road 30e,state road-30e,state road30e,state rd 30e,state rd-30e,state rd30e,st road 30e,st road-30e,st road30e,st rd 30e,st rd-30e,st rd30e,sr 30e,sr-30e,sr30e,sr 30e,sr-30e,sr30e,sr 30e,sr-30e,sr30e,sr 30e,sr-30e,sr30e,sr 30e,sr-30e,sr30e,sr 30e,sr-30e,sr30e,sr 30e,sr-30e,sr30e,sr 30e,sr-30e,sr30e,sr 30e,sr-30e,sr30e,sr 30e,sr-30e,sr30e"
251,SR 31,"sr 31,sr-31,sr31,state road 31,state road-31,state road31,state rd 31,state rd-31,state rd31,st road 31,st road-31,st road31,st rd 31,st rd-31,st rd31,sr 31,sr-31,sr31,sr 31,sr-31,sr31,sr 31,sr-31,sr31,sr 31,sr-31,sr31,sr 31,sr-31,sr31,sr 31,sr-31,sr31,sr 31,sr-31,sr31,sr 31,sr-31,sr31,sr 31,sr-31,sr31,sr 31,sr-31,sr31"
252,SR 33,"sr 33,sr-33,sr33,state road 33,state road-33,state road33,state rd 33,state rd-33,state rd33,st road 33,st road-33,st road33,st rd 33,st rd-33,st rd33,sr 33,sr-33,sr33,sr 33,sr-33,sr33,sr 33,sr-33,sr33,sr 33,sr-33,sr33,sr 33,sr-33,sr33,sr 33,sr-33,sr33,sr 33,sr-33,sr33,sr 33,sr-33,sr33,sr 33,sr-33,sr33,sr 33,sr-33,sr33"
253,SR 35,"sr 35,sr-35,sr35,state road 35,state road-35,state road35,state rd 35,state rd-35,state rd35,st road 35,st road-35,st road35,st rd 35,st rd-35,st rd35,sr 35,sr-35,sr35,sr 35,sr-35,sr35,sr 35,sr-35,sr35,sr 35,sr-35,sr35,sr 35,sr-35,sr35,sr 35,sr-35,sr35,sr 35,sr-35,sr35,sr 35,sr-35,sr35,sr 35,sr-35,sr35,sr 35,sr-35,sr35"
254,SR 37,"sr 37,sr-37,sr37,state road 37,state road-37,state road37,state rd 37,state rd-37,state rd37,st road 37,st road-37,st road37,st rd 37,st rd-37,st rd37,sr 37,sr-37,sr37,sr 37,sr-37,sr37,sr 37,sr-37,sr37,sr 37,sr-37,sr37,sr 37,sr-37,sr37,sr 37,sr-37,sr37,sr 37,sr-37,sr37,sr 37,sr-37,sr37,sr 37,sr-37,sr37,sr 37,sr-37,sr37"
255,SR 39,"sr 39,sr-39,sr39,state road 39,state road-39,state road39,state rd 39,state rd-39,state rd39,st road 39,st road-39,st road39,st rd 39,st rd-39,st rd39,sr 39,sr-39,sr39,sr 39,sr-39,sr39,sr 39,sr-39,sr39,sr 39,sr-39,sr39,sr 39,sr-39,sr39,sr 39,sr-39,sr39,sr 39,sr-39,sr39,sr 39,sr-39,sr39,sr 39,sr-39,sr39,sr 39,sr-39,sr39"
256,SR 40,"sr 40,sr-40,sr40,state road 40,state road-40,state road40,state rd 40,state rd-40,state rd40,st road 40,st road-40,st road40,st rd 40,st rd-40,st rd40,sr 40,sr-40,sr40,sr 40,sr-40,sr40,sr 40,sr-40,sr40,sr 40,sr-40,sr40,sr 40,sr-40,sr40,sr 40,sr-40,sr40,sr 40,sr-40,sr40,sr 40,sr-40,sr40,sr 40,sr-40,sr40,sr 40,sr-40,sr40"
257,SR 41,"sr 41,sr-41,sr41,state road 41,state road-41,state road41,state rd 41,state rd-41,state rd41,st road 41,st road-41,st road41,st rd 41,st rd-41,st rd41,sr 41,sr-41,sr41,sr 41,sr-41,sr41,sr 41,sr-41,sr41,sr 41,sr-41,sr41,sr 41,sr-41,sr41,sr 41,sr-41,sr41,sr 41,sr-41,sr41,sr 41,sr-41,sr41,sr 41,sr-41,sr41,sr 41,sr-41,sr41"
258,SR 43,"sr 43,sr-43,sr43,state road 43,state road-43,state road43,state rd 43,state rd-43,state rd43,st road 43,st road-43,st road43,st rd 43,st rd-43,st rd43,sr 43,sr-43,sr43,sr 43,sr-43,sr43,sr 43,sr-43,sr43,sr 43,sr-43,sr43,sr 43,sr-43,sr43,sr 43,sr-43,sr43,sr 43,sr-43,sr43,sr 43,sr-43,sr43,sr 43,sr-43,sr43,sr 43,sr-43,sr43"
259,SR 44,"sr 44,sr-44,sr44,state road 44,state road-44,state road44,state rd 44,state rd-44,state rd44,st road 44,st road-44,st road44,st rd 44,st rd-44,st rd44,sr 44,sr-44,sr44,sr 44,sr-44,sr44,sr 44,sr-44,sr44,sr 44,sr-44,sr44,sr 44,sr-44,sr44,sr 44,sr-44,sr44,sr 44,sr-44,sr44,sr 44,sr-44,sr44,sr 44,sr-44,sr44,sr 44,sr-44,sr44"
260,SR 44 Bus.,"sr 44 bus.,sr-44-bus.,sr44bus.,state road 44 bus.,state road-44-bus.,state road44bus.,state rd 44 bus.,state rd-44-bus.,state rd44bus.,st road 44 bus.,st road-44-bus.,st road44bus.,st rd 44 bus.,st rd-44-bus.,st rd44bus.,sr 44 bus.,sr-44-bus.,sr44bus.,sr 44 bus.,sr-44-bus.,sr44bus.,sr 44 bus.,sr-44-bus.,sr44bus.,sr 44 bus.,sr-44-bus.,sr44bus.,sr 44 bus.,sr-44-bus.,sr44bus.,sr 44 bus.,sr-44-bus.,sr44bus.,sr 44 bus.,sr-44-bus.,sr44bus.,sr 44 bus.,sr-44-bus.,sr44bus.,sr 44 bus.,sr-44-bus.,sr44bus.,sr 44 bus.,sr-44-bus.,sr44bus."
