,x,y,match_scores,matched_addresses
0,None,None,None,None
1,"-78.15413630211816,-78.66669784079957,-66.00620551827393","35.92388102640822,35.202680824637454,18.428122564555192","95.88,96.5,92.16","US 64 & NC 82, nash county, North Carolina, USA,US 64 & NC 82, cumberland county, North Carolina, USA,US 64 & NC 82, North Carolina, USA"
2,None,None,None,None
3,None,None,None,None
4,None,None,None,None
5,None,None,None,None
6,None,None,None,None
7,None,None,None,None
8,None,None,None,None
9,None,None,None,None
10,None,None,None,None
11,None,None,None,None
12,None,None,None,None
13,None,None,None,None
14,None,None,None,None
15,"-78.89643999999998,-82.3047885,-77.34788099999999,-77.34788099999999,-78.959997,-78.959997,-78.959997,-78.959997,-78.95285806411727,-79.00355728718408,-78.89643999999998,-77.34788099999999,-78.959997,-78.959997,-82.3047885,-82.3047885","35.995420000000024,35.6194575,34.66230300000001,34.66230300000001,35.90397899999999,35.90397899999999,35.90397899999999,35.90397899999999,35.92627553205863,35.714456957106364,35.995420000000024,34.66230300000001,35.90397899999999,35.90397899999999,35.6194575,35.6194575","88,86.52,95.72,97.58,99.18,99.02,90.92,89.39,92.32,93.08,88.39,90.56,99.67,99.61,95.81,97.42","I-40 & #durham on highway, durham, North Carolina, USA,I-40 & #durham on highway, North Carolina, USA,I-40 & h way, durham, North Carolina, USA,I-40 & h way, North Carolina, USA,I-40 & hope valley, durham, North Carolina, USA,I-40 & hope valley, North Carolina, USA,I-40 & between hope valley, durham, North Carolina, USA,I-40 & between hope valley, North Carolina, USA,I-40 & vly road, durham, North Carolina, USA,I-40 & vly road, North Carolina, USA,I-40 & on h way, durham, North Carolina, USA,I-40 & on h way, North Carolina, USA,I-40 & hope vly road, durham, North Carolina, USA,I-40 & hope vly road, North Carolina, USA,I-40 & on highway, durham, North Carolina, USA,I-40 & on highway, North Carolina, USA"
16,None,None,None,None
17,None,None,None,None
18,None,None,None,None
19,None,None,None,None
20,None,None,None,None
21,None,None,None,None
22,None,None,None,None
23,None,None,None,None
24,None,None,None,None
25,None,None,None,None
26,None,None,None,None
27,"-78.49612301684357,-78.1797732293267,-78.27046309520492,-78.19015999999993,-78.19015999999993,-78.19015999999993","35.20946955704083,34.9880653707882,35.03474018592397,35.12073000000004,35.12073000000004,35.12073000000004","90.84,91.77,92.5,75.71,71.53,84.22","NC 403 & I-95, benson, North Carolina, USA,NC 403 & I-95, wilmington, North Carolina, USA,NC 403 & I-95, North Carolina, USA,NC 403, exit 328, benson, North Carolina, USA,NC 403, exit 328, wilmington, North Carolina, USA,NC 403, exit 328, North Carolina, USA"
28,"-78.49348892374344,-78.67748999999998,-78.51910217580094,-78.5079405,-78.5079405,-78.5079405,-78.5079405,-78.5079405,-78.5079405,-78.49348892374344,-78.67748999999998,-79.18541791299998,-78.4983915,-78.4983915,-78.4983915,-78.49348892374344,-78.67748999999998,-81.34252153373104,-78.510132,-78.67748999999998,-79.18541791299998,-78.4983915,-78.67748999999998,-78.4983915,-78.510132,-78.4983915,-76.75343774999999,-78.4983915,-78.4983915,-78.4983915","35.2439917460125,35.216720000000066,34.92736553878697,35.30954700000001,35.30954700000001,35.30954700000001,35.30954700000001,35.30954700000001,35.30954700000001,35.2439917460125,35.216720000000066,35.53934433500007,35.296659000000005,35.296659000000005,35.296659000000005,35.2439917460125,35.216720000000066,35.20175658549467,34.97066100000001,35.216720000000066,35.53934433500007,35.296659000000005,35.216720000000066,35.296659000000005,34.97066100000001,35.296659000000005,34.85825550000001,35.296659000000005,35.296659000000005,35.296659000000005","95.17,88.39,90.4,100,92.11,100,100,98.29,100,92.34,85.88,85.71,99.5,97.79,99.41,93.23,86.67,88.89,85.84,80,78.46,91.21,85.45,90.25,94.21,83.86,87.75,100,98.46,100","NC 242 & h way, dunn, North Carolina, USA,NC 242 & h way, godwin, North Carolina, USA,NC 242 & h way, North Carolina, USA,NC 242 & and bear road, dunn, North Carolina, USA,NC 242 & and bear road, godwin, North Carolina, USA,NC 242 & and bear road, North Carolina, USA,NC 242 & bear road, dunn, North Carolina, USA,NC 242 & bear road, godwin, North Carolina, USA,NC 242 & bear road, North Carolina, USA,NC 242 & alt: h way, dunn, North Carolina, USA,NC 242 & alt: h way, godwin, North Carolina, USA,NC 242 & alt: h way, North Carolina, USA,NC 242 & godwin lake, dunn, North Carolina, USA,NC 242 & godwin lake, godwin, North Carolina, USA,NC 242 & godwin lake, North Carolina, USA,NC 242 & lk road, dunn, North Carolina, USA,NC 242 & lk road, godwin, North Carolina, USA,NC 242 & lk road, North Carolina, USA,NC 242 & flooding: alt: highway, dunn, North Carolina, USA,NC 242 & flooding: alt: highway, godwin, North Carolina, USA,NC 242 & flooding: alt: highway, North Carolina, USA,NC 242 & between godwin lake, dunn, North Carolina, USA,NC 242 & between godwin lake, godwin, North Carolina, USA,NC 242 & between godwin lake, North Carolina, USA,NC 242 & alt: highway, dunn, North Carolina, USA,NC 242 & alt: highway, godwin, North Carolina, USA,NC 242 & alt: highway, North Carolina, USA,NC 242 & godwin lk road, dunn, North Carolina, USA,NC 242 & godwin lk road, godwin, North Carolina, USA,NC 242 & godwin lk road, North Carolina, USA"
29,-78.0356385,35.32815000000001,99.6,"US 13 & US 117, North Carolina, USA"
30,"-79.40200725,-79.40200725,-79.40200725,-79.40200725,-79.415712,-79.415712","35.227323,35.227323,35.227323,35.227323,35.262792000000005,35.262792000000005","89.17,99.41,90.79,100,100,100","NC 22 & between air port, North Carolina, USA,NC 22 & air port, North Carolina, USA,NC 22 & between airport road, North Carolina, USA,NC 22 & airport road, North Carolina, USA,NC 22 & mccaskill road, North Carolina, USA,NC 22 & and mccaskill road, North Carolina, USA"
31,None,None,None,None
32,None,None,None,None
33,"-78.15413630211816,-78.66669784079957,-66.00620551827393","35.92388102640822,35.202680824637454,18.428122564555192","95.88,96.5,92.16","US 64 & NC 82, nash county, North Carolina, USA,US 64 & NC 82, cumberland county, North Carolina, USA,US 64 & NC 82, North Carolina, USA"
