,x,y,match_scores,matched_addresses
0,"-84.27911999999998,-81.63437418124894,-81.76735300104865,-89.12339999999995,-89.12339999999995,-82.47819999999996,-82.47819999999996,-89.12339999999995,-89.12339999999995,-81.76735300104865","30.587300000000027,28.139782556442103,28.630562093311802,34.28983000000005,34.28983000000005,27.972300000000075,27.972300000000075,34.28983000000005,34.28983000000005,28.630562093311802","76.59,81.14,96.67,88.23,81.11,82.81,85.48,81.35,82.35,84.36","Turnpike & blocked la street, Florida, USA,Turnpike & la street, Florida, USA,Turnpike & in lake, Florida, USA,Turnpike & turn pike, Florida, USA,Turnpike & on floridas turnpike, Florida, USA,Turnpike & 470 rig heights, Florida, USA,Turnpike & rig heights, Florida, USA,Turnpike & floridas turn pike, Florida, USA,Turnpike & floridas turnpike, Florida, USA,Turnpike & crash in lake, Florida, USA"
1,"-84.27911999999998,-81.63437418124894,-81.76735300104865,-89.12339999999995,-89.12339999999995,-82.47819999999996,-82.47819999999996,-89.12339999999995,-89.12339999999995,-81.76735300104865","30.587300000000027,28.139782556442103,28.630562093311802,34.28983000000005,34.28983000000005,27.972300000000075,27.972300000000075,34.28983000000005,34.28983000000005,28.630562093311802","76.59,81.14,96.67,88.23,81.11,82.81,85.48,81.35,82.35,84.36","Turnpike & blocked la street, Florida, USA,Turnpike & la street, Florida, USA,Turnpike & in lake, Florida, USA,Turnpike & turn pike, Florida, USA,Turnpike & on floridas turnpike, Florida, USA,Turnpike & 470 rig heights, Florida, USA,Turnpike & rig heights, Florida, USA,Turnpike & floridas turn pike, Florida, USA,Turnpike & floridas turnpike, Florida, USA,Turnpike & crash in lake, Florida, USA"
2,"-89.12339999999995,-89.12339999999995,-82.47819999999996,-81.72636999999997,-82.47819999999996,-89.12339999999995,-80.15714999999994,-89.12339999999995,-81.76735300104865,-81.70163999999994,-85.56374235535881,-80.79011511527169,-80.15714999999994","34.28983000000005,34.28983000000005,27.972300000000075,28.066110000000037,27.972300000000075,34.28983000000005,26.82976000000008,34.28983000000005,28.630562093311802,28.623530000000073,30.152632078427043,28.366153278550417,26.82976000000008","81.11,88.23,82.81,83.37,85.48,81.35,79.06,82.35,88.3,81.25,80.69,79.88,81.1","Turnpike & on floridas turnpike, Florida, USA,Turnpike & turn pike, Florida, USA,Turnpike & 470 rig heights, Florida, USA,Turnpike & lane island, Florida, USA,Turnpike & rig heights, Florida, USA,Turnpike & floridas turn pike, Florida, USA,Turnpike & right lane island, Florida, USA,Turnpike & floridas turnpike, Florida, USA,Turnpike & county road, Florida, USA,Turnpike & beyond county road, Florida, USA,Turnpike & 470 right lane, Florida, USA,Turnpike & right lane, Florida, USA,Turnpike & there island, Florida, USA"
3,-82.25509135983039,26.905758454613707,92.2,"SR 408, mile marker 6, Florida, USA"
4,"-81.0844695,-81.83474999999999,-82.2503115","29.171709,28.05881000000005,26.89484948124545","99.22,82.81,86.6","US 92 & I-95, Florida, USA,US 92, exit 261, Florida, USA,US 92, mile marker 259, Florida, USA"
5,"-81.0844695,-81.83474999999999","29.171709,28.05881000000005","99.22,82.81","US 92 & I-95, Florida, USA,US 92, exit 261, Florida, USA"
6,"-81.0844695,-82.2500685","29.171709,26.89484948124545","99.22,86.6","US 92 & I-95, Florida, USA,US 92, mile marker 261, Florida, USA"
7,-82.2500685,26.894908486005978,87.66,"I-95, mile marker 262, Florida, USA"
8,-81.35592629569857,28.668620448082702,87.66,"I-75, mile marker 320, Florida, USA"
9,-82.09828999999996,28.758260000000064,95.19,"I-75, exit 321, Florida, USA"
10,-82.09828999999996,28.758260000000064,95.19,"I-75, exit 321, Florida, USA"
11,"-81.3970305,-81.404721,-81.45738999999998","28.510092,28.42376921071893,28.633320000000026","99.22,85,85.75","US 441 & I-4, Florida, USA,US 441 & SR 435, Florida, USA,US 441, exit 75, Florida, USA"
12,"-81.3970305,-81.404721,-81.45738999999998","28.510092,28.42376921071893,28.633320000000026","99.22,85,85.75","US 441 & I-4, Florida, USA,US 441 & SR 435, Florida, USA,US 441, exit 75, Florida, USA"
13,"-81.4588785,-81.45270999999997","28.471446,28.47658000000007","99.22,93.88","I-4 & SR 435, Florida, USA,I-4, exit 75, Florida, USA"
14,"-81.4588785,-81.45270999999997","28.471446,28.47658000000007","99.22,93.88","I-4 & SR 435, Florida, USA,I-4, exit 75, Florida, USA"
15,"-81.35705684560111,-82.26275761852952","28.66370579976697,26.899003633100463","83.99,88.42","I-4, mile marker 93, seminole, Florida, USA,I-4, mile marker 93, Florida, USA"
16,"-81.35705684560111,-82.26275761852952","28.66370579976697,26.899003633100463","83.99,88.42","I-4, mile marker 93, seminole, Florida, USA,I-4, mile marker 93, Florida, USA"
17,-82.26034837134293,26.901065829851774,88.42,"I-4, mile marker 66, Florida, USA"
18,-81.52362999999997,28.356550000000027,93.77,"I-4, exit 65, Florida, USA"
19,"-84.27911999999998,-81.55960835225501,-81.63437418124894,-81.35450999999995,-81.35450999999995,-82.54218971701756,-82.54218971701756,-81.73132999999996","30.587300000000027,28.557156158630242,28.139782556442103,28.867770000000064,28.867770000000064,28.142278438333243,28.142278438333243,28.042710000000056","78.55,96.53,86.54,89.07,90.45,77.17,86.75,82.23","SR 429 & blocked la street, Florida, USA,SR 429 & toll plaza, Florida, USA,SR 429 & la street, Florida, USA,SR 429 & 2 le fort, Florida, USA,SR 429 & le fort, Florida, USA,SR 429 & updated: emergency road, Florida, USA,SR 429 & emergency road, Florida, USA,SR 429 & at toll plaza, Florida, USA"
