,x,y,match_scores,matched_addresses
0,"-80.19772999999998,-81.63437418124894,-80.288433,-80.2884285,-80.19772999999998,-84.27911999999998,-80.19772999999998,-80.41755956647565,-80.2884285,-80.2884285,-80.19772999999998,-81.63437418124894,-80.25115999999997,-80.25115999999997,-80.21374525923567,-82.47819999999996,-80.41755956647565,-81.50962401024375,-80.38089999999994,-82.47819999999996","25.77481000000006,28.139782556442103,25.784118,25.784118,25.77481000000006,30.587300000000027,25.77481000000006,25.776507659312323,25.784118,25.784118,25.77481000000006,28.139782556442103,25.838430000000074,25.838430000000074,25.745793288002666,27.972300000000075,25.776507659312323,27.590209722221115,25.597380000000044,27.972300000000075","81.43,81.36,94.21,93.09,80,78.55,80,76.21,93.89,92.7,81.43,86.54,86.49,85.95,81.72,87.6,82.01,81.81,81.5,88.79","SR 836 & we street, miami, Florida, USA,SR 836 & we street, Florida, USA,SR 836 & nw 57 avenue, miami, Florida, USA,SR 836 & nw 57 avenue, Florida, USA,SR 836 & blocked la street, miami, Florida, USA,SR 836 & blocked la street, Florida, USA,SR 836 & sr-836 we street, miami, Florida, USA,SR 836 & sr-836 we street, Florida, USA,SR 836 & 57 avenue, miami, Florida, USA,SR 836 & 57 avenue, Florida, USA,SR 836 & la street, miami, Florida, USA,SR 836 & la street, Florida, USA,SR 836 & w estate, miami, Florida, USA,SR 836 & w estate, Florida, USA,SR 836 & 2 rig heights, miami, Florida, USA,SR 836 & 2 rig heights, Florida, USA,SR 836 & sr-836 w estate, miami, Florida, USA,SR 836 & sr-836 w estate, Florida, USA,SR 836 & rig heights, miami, Florida, USA,SR 836 & rig heights, Florida, USA"
1,-82.25895777505907,26.902387487102494,87.24,"US 1, mile marker 49, Florida, USA"
2,"-80.19772999999998,-81.63437418124894,-80.288433,-80.2884285,-80.19772999999998,-80.41755956647565,-80.2884285,-80.2884285,-80.19772999999998,-81.63437418124894,-80.25115999999997,-80.25115999999997,-80.19772999999998,-81.63437418124894,-80.21374525923567,-82.47819999999996,-80.41755956647565,-81.50962401024375,-80.38089999999994,-82.47819999999996","25.77481000000006,28.139782556442103,25.784118,25.784118,25.77481000000006,25.776507659312323,25.784118,25.784118,25.77481000000006,28.139782556442103,25.838430000000074,25.838430000000074,25.77481000000006,28.139782556442103,25.745793288002666,27.972300000000075,25.776507659312323,27.590209722221115,25.597380000000044,27.972300000000075","81.43,81.36,94.21,93.09,80,76.21,93.89,92.7,81.43,86.54,86.49,85.95,80,79.61,81.72,87.6,82.01,81.81,81.5,88.79","SR 836 & we street, miami, Florida, USA,SR 836 & we street, Florida, USA,SR 836 & nw 57 avenue, miami, Florida, USA,SR 836 & nw 57 avenue, Florida, USA,SR 836 & sr-836 we street, miami, Florida, USA,SR 836 & sr-836 we street, Florida, USA,SR 836 & 57 avenue, miami, Florida, USA,SR 836 & 57 avenue, Florida, USA,SR 836 & la street, miami, Florida, USA,SR 836 & la street, Florida, USA,SR 836 & w estate, miami, Florida, USA,SR 836 & w estate, Florida, USA,SR 836 & waze la street, miami, Florida, USA,SR 836 & waze la street, Florida, USA,SR 836 & 2 rig heights, miami, Florida, USA,SR 836 & 2 rig heights, Florida, USA,SR 836 & sr-836 w estate, miami, Florida, USA,SR 836 & sr-836 w estate, Florida, USA,SR 836 & rig heights, miami, Florida, USA,SR 836 & rig heights, Florida, USA"
3,-82.25895777505907,26.902387487102494,87.24,"US 1, mile marker 49, Florida, USA"
4,-82.25895777505907,26.902387487102494,87.24,"US 1, mile marker 49, Florida, USA"
5,"-84.27911999999998,-81.63437418124894,-81.5137785,-81.5137785,-81.5137785,-81.09416302670999,-81.5137785,-81.35450999999995","30.587300000000027,28.139782556442103,30.215862,30.215862,30.215862,26.833696120770036,30.215862,28.867770000000064","79.29,88.66,97.04,99.02,96.54,83.95,89.12,91.98","I-295 & blocked la street, Florida, USA,I-295 & la street, Florida, USA,I-295 & baymeadows le fort, Florida, USA,I-295 & bay meadows, Florida, USA,I-295 & baymeadows left lane, Florida, USA,I-295 & left lane, Florida, USA,I-295 & before bay meadows, Florida, USA,I-295 & le fort, Florida, USA"
6,"-81.35450999999995,-91.48897647970159,-81.63437418124894,-81.63437418124894,-80.6620803102513,-81.35450999999995","28.867770000000064,32.45155200000001,28.139782556442103,28.139782556442103,28.35076710449586,28.867770000000064","85.58,77.43,90.99,82.8,83.27,93.66","I-95 & warren le fort, Florida, USA,I-95 & warren left lane, Florida, USA,I-95 & la street, Florida, USA,I-95 & waze la street, Florida, USA,I-95 & left lane, Florida, USA,I-95 & le fort, Florida, USA"
7,"-81.35450999999995,-91.48897647970159,-81.63437418124894,-81.63437418124894,-80.6620803102513,-81.35450999999995","28.867770000000064,32.45155200000001,28.139782556442103,28.139782556442103,28.35076710449586,28.867770000000064","85.58,77.43,90.99,82.8,83.27,93.66","I-95 & warren le fort, Florida, USA,I-95 & warren left lane, Florida, USA,I-95 & la street, Florida, USA,I-95 & waze la street, Florida, USA,I-95 & left lane, Florida, USA,I-95 & le fort, Florida, USA"
8,"-81.35592629569857,-81.35592629569857","28.66883390523508,28.66883390523508","81.57,87.66","I-75, mile marker 380, alachua, Florida, USA,I-75, mile marker 380, Florida, USA"
9,"-81.35592629569857,-81.35592629569857","28.66883390523508,28.66883390523508","81.57,87.66","I-75, mile marker 380, alachua, Florida, USA,I-75, mile marker 380, Florida, USA"
