,highway_string,has_highway,county_string,has_county,city_string,has_city
3048,I-4,1,None,0,None,0
3049,SR 417,1,None,0,None,0
3050,I-4,1,None,0,None,0
3051,I-4,1,None,0,None,0
3052,"I-4,US 441",1,None,0,None,0
3053,SR 417,1,None,0,None,0
3054,"I-4,US 441",1,None,0,None,0
3055,"I-4,US 441",1,None,0,None,0
3056,"I-75,Turnpike",1,None,0,None,0
3057,"I-95,I-4",1,None,0,None,0
3058,"I-75,Turnpike",1,None,0,None,0
3059,SR 408,1,None,0,None,0
3060,I-4,1,None,0,None,0
3061,I-4,1,None,0,None,0
3062,SR 417,1,None,0,None,0
3063,"SR 50,SR 417",1,None,0,None,0
