,x,y,match_scores,matched_addresses
0,"-81.64937250000001,-81.64937250000001","30.45941099999999,30.45941099999999","99.34,99.22","I-95 & I-295, jacksonville, Florida, USA,I-95 & I-295, Florida, USA"
1,-82.25509135983039,26.905758454613707,92.2,"SR 408, mile marker 6, Florida, USA"
2,None,None,None,None
3,None,None,None,None
4,"-81.0844695,-80.30500999999998,-82.2503115","29.171709,25.694070000000067,26.89484948124545","99.22,68,87.66","I-95 & US 92, Florida, USA,I-95, exit 261, Florida, USA,I-95, mile marker 259, Florida, USA"
5,"-81.0844695,-80.30500999999998","29.171709,25.694070000000067","99.22,68","I-95 & US 92, Florida, USA,I-95, exit 261, Florida, USA"
6,"-81.0844695,-82.2500685","29.171709,26.89484948124545","99.22,87.66","I-95 & US 92, Florida, USA,I-95, mile marker 261, Florida, USA"
7,-82.2500685,26.894908486005978,87.66,"I-95, mile marker 262, Florida, USA"
8,-81.35592629569857,28.668620448082702,87.66,"I-75, mile marker 320, Florida, USA"
9,-82.09828999999996,28.758260000000064,95.19,"I-75, exit 321, Florida, USA"
10,-82.09828999999996,28.758260000000064,95.19,"I-75, exit 321, Florida, USA"
11,"-81.3970305,-81.404721,-81.45738999999998","28.510092,28.42376921071893,28.633320000000026","99.22,85,85.75","US 441 & I-4, Florida, USA,US 441 & SR 435, Florida, USA,US 441, exit 75, Florida, USA"
12,"-81.4588785,-81.45270999999997","28.471446,28.47658000000007","99.22,93.88","I-4 & SR 435, Florida, USA,I-4, exit 75, Florida, USA"
13,"-80.17969049999999,-80.17969049999999","25.810659,25.810659","99.34,99.22","SR 112 & I-195, miami, Florida, USA,SR 112 & I-195, Florida, USA"
14,"-82.47819999999996,-84.27911999999998,-81.7708815,-81.63437418124894,-80.79011511527169,-81.30506765205747,-81.7708815,-82.47819999999996","27.972300000000075,30.587300000000027,30.297582000000006,28.139782556442103,28.366153278550417,29.047228637626944,30.297582000000006,27.972300000000075","85.48,79.29,91.53,88.66,87.02,80.19,99.61,90.08","I-295 & blvd rig heights, Florida, USA,I-295 & blocked la street, Florida, USA,I-295 & beyond normandy boulevard, Florida, USA,I-295 & la street, Florida, USA,I-295 & right lane, Florida, USA,I-295 & blvd right lane, Florida, USA,I-295 & normandy boulevard, Florida, USA,I-295 & rig heights, Florida, USA"
15,"-82.47819999999996,-84.27911999999998,-81.7708815,-81.63437418124894,-80.79011511527169,-81.30506765205747,-81.7708815,-82.47819999999996","27.972300000000075,30.587300000000027,30.297582000000006,28.139782556442103,28.366153278550417,29.047228637626944,30.297582000000006,27.972300000000075","85.48,79.29,91.53,88.66,87.02,80.19,99.61,90.08","I-295 & blvd rig heights, Florida, USA,I-295 & blocked la street, Florida, USA,I-295 & beyond normandy boulevard, Florida, USA,I-295 & la street, Florida, USA,I-295 & right lane, Florida, USA,I-295 & blvd right lane, Florida, USA,I-295 & normandy boulevard, Florida, USA,I-295 & rig heights, Florida, USA"
16,"-82.47819999999996,-84.27911999999998,-81.63437418124894,-81.767421,-80.79011511527169,-81.30506765205747,-81.767421,-82.47819999999996","27.972300000000075,30.587300000000027,28.139782556442103,30.269916000000002,28.366153278550417,29.047228637626944,30.269916000000002,27.972300000000075","85.48,79.29,88.66,99.61,87.02,80.19,91.07,90.08","I-295 & blvd rig heights, Florida, USA,I-295 & blocked la street, Florida, USA,I-295 & la street, Florida, USA,I-295 & wilson boulevard, Florida, USA,I-295 & right lane, Florida, USA,I-295 & blvd right lane, Florida, USA,I-295 & before wilson boulevard, Florida, USA,I-295 & rig heights, Florida, USA"
17,"-80.30500999999998,-81.27016999999995","25.694070000000067,28.54708000000005","66.15,78.21","Turnpike, exit 18, miami, Florida, USA,Turnpike, exit 18, Florida, USA"
18,"-81.4588785,-81.45270999999997","28.471446,28.47658000000007","99.22,93.88","I-4 & SR 435, Florida, USA,I-4, exit 75, Florida, USA"
19,"-81.35705684560111,-82.26275761852952","28.66370579976697,26.899003633100463","83.99,88.42","I-4, mile marker 93, seminole, Florida, USA,I-4, mile marker 93, Florida, USA"
20,"-81.35705684560111,-82.26275761852952","28.66370579976697,26.899003633100463","83.99,88.42","I-4, mile marker 93, seminole, Florida, USA,I-4, mile marker 93, Florida, USA"
21,None,None,None,None
22,"-81.46212637207189,-81.35580254509729","30.67248161413531,28.670287752602544","83.18,87.66","I-75, mile marker 377, alachua, Florida, USA,I-75, mile marker 377, Florida, USA"
23,"-81.46212637207189,-81.35580254509729","30.67248161413531,28.670287752602544","83.18,87.66","I-75, mile marker 377, alachua, Florida, USA,I-75, mile marker 377, Florida, USA"
24,-82.26034837134293,26.901065829851774,88.42,"I-4, mile marker 66, Florida, USA"
25,-81.52362999999997,28.356550000000027,93.77,"I-4, exit 65, Florida, USA"
26,"-80.31707648795702,-80.32444425","25.700248491409493,25.900911000000008","98.06,99.22","SR 826 & I-75, miami, Florida, USA,SR 826 & I-75, Florida, USA"
27,"-80.31707648795702,-80.32444425","25.700248491409493,25.900911000000008","98.06,99.22","SR 826 & I-75, miami, Florida, USA,SR 826 & I-75, Florida, USA"
28,-82.25987841618097,26.894937456575605,87.66,"I-10, mile marker 182, Florida, USA"
29,"-82.45888519712426,-82.45888519712426,-82.53886999999997,-84.27911999999998,-82.36144574999999,-81.63437418124894,-82.449162,-82.449162,-82.53886999999997,-80.6621538390285,-82.449162,-82.449162,-82.39077865279553,-80.6621538390285,-82.45888519712426,-82.45888519712426","27.464280393768668,27.464280393768668,27.33889000000005,30.587300000000027,26.968068000000002,28.139782556442103,27.269306999999998,27.269307000000005,27.33889000000005,28.35076710449586,27.269306999999998,27.269307000000005,27.30447696462195,28.35076710449586,27.464280393768668,27.464280393768668","93.79,96.22,80,80.09,85.19,90.99,99.67,99.61,83.23,81.16,91.37,88.94,87.56,83.27,94.26,97.14","I-75 & rd le fort, sarasota, Florida, USA,I-75 & rd le fort, Florida, USA,I-75 & blocked la street, sarasota, Florida, USA,I-75 & blocked la street, Florida, USA,I-75 & la street, sarasota, Florida, USA,I-75 & la street, Florida, USA,I-75 & clark road, sarasota, Florida, USA,I-75 & clark road, Florida, USA,I-75 & rd left lane, sarasota, Florida, USA,I-75 & rd left lane, Florida, USA,I-75 & beyond clark road, sarasota, Florida, USA,I-75 & beyond clark road, Florida, USA,I-75 & left lane, sarasota, Florida, USA,I-75 & left lane, Florida, USA,I-75 & le fort, sarasota, Florida, USA,I-75 & le fort, Florida, USA"
30,-82.26062991618096,26.894936482110833,87.66,"I-10, mile marker 176, Florida, USA"
31,-82.2633615,26.894892532315897,87.66,"I-10, mile marker 153, Florida, USA"
