,x,y,match_scores,matched_addresses
0,-81.35592629569857,28.66864179379794,87.66,"I-75, mile marker 326, Florida, USA"
1,None,None,None,None
2,None,None,None,None
3,"-84.27911999999998,-82.171242,-81.63437418124894,-82.171242,-81.719568,-81.719568,-82.47819999999996,-82.048221,-81.719568,-81.719568","30.587300000000027,28.23733800000001,28.139782556442103,28.23733800000001,30.296322000000004,30.296322000000004,27.972300000000075,29.77644600000001,30.296322000000004,30.296322000000004","79.29,88.38,88.66,88.16,99.41,97.88,90.08,95.06,98.86,100","SR 21 & blocked la street, Florida, USA,SR 21 & at knig heights, Florida, USA,SR 21 & la street, Florida, USA,SR 21 & knig heights, Florida, USA,SR 21 & b landing, Florida, USA,SR 21 & sr-21 b landing, Florida, USA,SR 21 & rig heights, Florida, USA,SR 21 & 2 rig heights, Florida, USA,SR 21 & sr-21 blanding boulevard, Florida, USA,SR 21 & blanding boulevard, Florida, USA"
4,-81.35581170430143,28.668549295698575,87.66,"I-95, mile marker 301, Florida, USA"
5,-81.35581170430143,28.668549295698575,87.66,"I-95, mile marker 301, Florida, USA"
6,-81.35592629569857,28.66864179379794,87.66,"I-75, mile marker 326, Florida, USA"
7,"-81.59780579569856,-81.40196699999998","27.8885738855605,28.42997400000001","84.23,85.47","Turnpike & SR 874, miami, Florida, USA,Turnpike & SR 874, Florida, USA"
8,"-81.59780579569856,-81.40196699999998","27.8885738855605,28.42997400000001","84.23,85.47","Turnpike & SR 874, miami, Florida, USA,Turnpike & SR 874, Florida, USA"
9,-81.35592629569857,28.66864179379794,87.66,"I-75, mile marker 326, Florida, USA"
10,"-81.59780579569856,-81.40196699999998","27.8885738855605,28.42997400000001","84.23,85.47","Turnpike & SR 874, miami, Florida, USA,Turnpike & SR 874, Florida, USA"
11,"-81.59780579569856,-81.40196699999998","27.8885738855605,28.42997400000001","84.23,85.47","Turnpike & SR 874, miami, Florida, USA,Turnpike & SR 874, Florida, USA"
12,"-82.446975,-81.63437418124894,-82.446975,-84.27911999999998","27.353699999999996,28.139782556442103,27.353699999999996,30.587300000000027","92.75,90.99,89.65,80.09","I-75 & browa road, Florida, USA,I-75 & la street, Florida, USA,I-75 & in browa road, Florida, USA,I-75 & blocked la street, Florida, USA"
